Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_Platform,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Jitting,1,306324.17,1,306324.17,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Jitting,1,664796.39,1,664796.39,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Jitting,2,268762.99,16,16797.69,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Jitting,2,274233.07,16,17139.57,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,1,4011.39,16,250.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,2,729.34,32,22.79,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,3,1458.69,64,22.79,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,4,1823.36,128,14.25,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,5,2917.37,256,11.4,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,6,5834.75,512,11.4,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,7,11304.82,1024,11.04,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,8,22244.97,2048,10.86,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,9,43760.6,4096,10.68,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,10,88979.88,8192,10.86,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,11,175771.73,16384,10.73,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,12,347167.39,32768,10.59,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,13,693605.45,65536,10.58,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,14,1389763.59,131072,10.6,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,15,2776245.14,262144,10.59,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,16,5595156.87,524288,10.67,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,17,11337641.08,1048576,10.81,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,18,22367134.63,2097152,10.67,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,19,45529982.75,4194304,10.86,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,20,89743500.91,8388608,10.7,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,21,186269894.21,16777216,11.1,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,22,367681268.24,33554432,10.96,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Pilot,23,752467094.77,67108864,11.21,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,1,116853919.47,67108864,1.74,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,2,116677783.07,67108864,1.74,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,3,115238059.47,67108864,1.72,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,4,114878128.56,67108864,1.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,5,116115459.42,67108864,1.73,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,6,116816722.97,67108864,1.74,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,7,114979142.61,67108864,1.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,8,113667054.07,67108864,1.69,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,9,113885127.71,67108864,1.7,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Warmup,10,114429947.13,67108864,1.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,1,118028526.8,67108864,1.76,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,2,115396326.95,67108864,1.72,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,3,114375246.38,67108864,1.7,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,4,114676465.15,67108864,1.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,5,114968931.8,67108864,1.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,6,116559264.79,67108864,1.74,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,7,116881269.84,67108864,1.74,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,8,114903655.58,67108864,1.71,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,9,115555688.46,67108864,1.72,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,10,115991471.06,67108864,1.73,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,11,122820312.06,67108864,1.83,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,12,115855083.87,67108864,1.73,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,13,114391291.93,67108864,1.7,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,14,117016198.35,67108864,1.74,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Overhead,Actual,15,123744389.98,67108864,1.84,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,1,773943336.59,67108864,11.53,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,2,754833449,67108864,11.25,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,3,753850658.94,67108864,11.23,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,4,756000762.89,67108864,11.27,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,5,753880926.69,67108864,11.23,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,6,756762926.61,67108864,11.28,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Warmup,7,751566355.83,67108864,11.2,0,0,0,0
MyEnumerableBenchmark.EmptyClass,console.Enumerations.Example1,MyEnumerableBenchmark,EmptyClass,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000,1,Workload,Actual,1,748520983.02,67108864,11.15,0,0,0,0
